"","State","year","count"
"1883","South Dakota",2012,3650
"1884","South Dakota",2013,3682
"1885","South Dakota",2014,3608
"1886","South Dakota",2015,3564
"1887","South Dakota",2016,3831
"1888","South Dakota",2017,3970
"1889","South Dakota",2018,3948
"1890","South Dakota",2019,3801
"1891","South Dakota",2020,3250
"1892","South Dakota",2021,3353
"1893","Tennessee",1978,5835
"1894","Tennessee",1979,6629
"1895","Tennessee",1980,7022
"1896","Tennessee",1981,7897
"1897","Tennessee",1982,7869
"1898","Tennessee",1983,8201
"1899","Tennessee",1984,7307
"1900","Tennessee",1985,7127
"1901","Tennessee",1986,7591
"1902","Tennessee",1987,7639
"1903","Tennessee",1988,7732
"1904","Tennessee",1989,10630
"1905","Tennessee",1990,10388
"1906","Tennessee",1991,11474
"1907","Tennessee",1992,11849
"1908","Tennessee",1993,12824
"1909","Tennessee",1994,14401
"1910","Tennessee",1995,15206
"1911","Tennessee",1996,15626
"1912","Tennessee",1997,16659
"1913","Tennessee",1998,21438
"1914","Tennessee",1999,22502
"1915","Tennessee",2000,22166
"1916","Tennessee",2001,23671
"1917","Tennessee",2002,24989
"1918","Tennessee",2003,25403
"1919","Tennessee",2004,25884
"1920","Tennessee",2005,26369
"1921","Tennessee",2006,25745
"1922","Tennessee",2007,26267
"1923","Tennessee",2008,27228
"1924","Tennessee",2009,26965
"1925","Tennessee",2010,27451
"1926","Tennessee",2011,28479
"1927","Tennessee",2012,28411
"1928","Tennessee",2013,28521
"1929","Tennessee",2014,28769
"1930","Tennessee",2015,28172
"1931","Tennessee",2016,28203
"1932","Tennessee",2017,28980
"1933","Tennessee",2018,26321
"1934","Tennessee",2019,26349
"1935","Tennessee",2020,22685
"1936","Tennessee",2021,21995
"1937","Texas",1978,24575
"1938","Texas",1979,26522
"1939","Texas",1980,29892
"1940","Texas",1981,31502
"1941","Texas",1982,36149
"1942","Texas",1983,35259
"1943","Texas",1984,36682
"1944","Texas",1985,37532
"1945","Texas",1986,38534
"1946","Texas",1987,38821
"1947","Texas",1988,40437
"1948","Texas",1989,44022
"1949","Texas",1990,50042
"1950","Texas",1991,51677
"1951","Texas",1992,60467
"1952","Texas",1993,92013
"1953","Texas",1994,118195
"1954","Texas",1995,127766
"1955","Texas",1996,132383
"1956","Texas",1997,140351
"1957","Texas",1998,144510
"1958","Texas",1999,163190
"1959","Texas",2000,166719
"1960","Texas",2001,162070
"1961","Texas",2002,162003
"1962","Texas",2003,166911
"1963","Texas",2004,168105
"1964","Texas",2005,169003
"1965","Texas",2006,172116
"1966","Texas",2007,171790
"1967","Texas",2008,172506
"1968","Texas",2009,171249
"1969","Texas",2010,173649
"1970","Texas",2011,172224
"1971","Texas",2012,166372
"1972","Texas",2013,168280
"1973","Texas",2014,166043
"1974","Texas",2015,163909
"1975","Texas",2016,163703
"1976","Texas",2017,162523
"1977","Texas",2018,163628
"1978","Texas",2019,158429
"1979","Texas",2020,135906
"1980","Texas",2021,133772
"1981","Utah",1978,911
"1982","Utah",1979,960
"1983","Utah",1980,932
"1984","Utah",1981,1140
"1985","Utah",1982,1216
"1986","Utah",1983,1274
"1987","Utah",1984,1504
"1988","Utah",1985,1633
"1989","Utah",1986,1776
"1990","Utah",1987,1853
"1991","Utah",1988,1961
"1992","Utah",1989,2394
"1993","Utah",1990,2496
"1994","Utah",1991,2625
"1995","Utah",1992,2699
"1996","Utah",1993,2888
"1997","Utah",1994,3045
"1998","Utah",1995,3471
"1999","Utah",1996,4002
"2000","Utah",1997,4301
"2001","Utah",1998,4907
"2002","Utah",1999,5322
"2003","Utah",2000,5637
"2004","Utah",2001,5339
"2005","Utah",2002,5562
"2006","Utah",2003,5763
"2007","Utah",2004,5991
"2008","Utah",2005,6382
"2009","Utah",2006,6433
"2010","Utah",2007,6515
"2011","Utah",2008,6552
"2012","Utah",2009,6538
"2013","Utah",2010,6807
"2014","Utah",2011,6879
"2015","Utah",2012,6962
"2016","Utah",2013,7077
"2017","Utah",2014,7031
"2018","Utah",2015,6495
"2019","Utah",2016,6175
"2020","Utah",2017,6219
"2021","Utah",2018,6651
"2022","Utah",2019,6671
"2023","Utah",2020,5448
"2024","Utah",2021,5907
"2025","Virginia",1978,8344
"2026","Virginia",1979,8449
"2027","Virginia",1980,8920
"2028","Virginia",1981,9388
"2029","Virginia",1982,10079
"2030","Virginia",1983,10093
"2031","Virginia",1984,10839
"2032","Virginia",1985,12073
"2033","Virginia",1986,12930
"2034","Virginia",1987,13321
"2035","Virginia",1988,14184
"2036","Virginia",1989,16477
"2037","Virginia",1990,17593
"2038","Virginia",1991,19829
"2039","Virginia",1992,21199
"2040","Virginia",1993,22850
"2041","Virginia",1994,26968
"2042","Virginia",1995,27415
"2043","Virginia",1996,27655
"2044","Virginia",1997,28385
"2045","Virginia",1998,30276
"2046","Virginia",1999,29789
"2047","Virginia",2000,30168
"2048","Virginia",2001,31662
"2049","Virginia",2002,34973
"2050","Virginia",2003,35067
"2051","Virginia",2004,35564
"2052","Virginia",2005,35344
"2053","Virginia",2006,36688
"2054","Virginia",2007,37984
"2055","Virginia",2008,38216
"2056","Virginia",2009,38059
"2057","Virginia",2010,37638
"2058","Virginia",2011,38130
"2059","Virginia",2012,37044
"2060","Virginia",2013,36982
"2061","Virginia",2014,37544
"2062","Virginia",2015,38403
"2063","Virginia",2016,37813
"2064","Virginia",2017,37158
"2065","Virginia",2018,36660
"2066","Virginia",2019,36091
"2067","Virginia",2020,31838
"2068","Virginia",2021,30357
"2069","Vermont",1978,441
"2070","Vermont",1979,431
"2071","Vermont",1980,480
"2072","Vermont",1981,534
"2073","Vermont",1982,599
"2074","Vermont",1983,497
"2075","Vermont",1984,501
"2076","Vermont",1985,677
"2077","Vermont",1986,697
"2078","Vermont",1987,759
"2079","Vermont",1988,820
"2080","Vermont",1989,905
"2081","Vermont",1990,1049
"2082","Vermont",1991,1118
"2083","Vermont",1992,1254
"2084","Vermont",1993,1223
"2085","Vermont",1994,1301
"2086","Vermont",1995,1279
"2087","Vermont",1996,1119
"2088","Vermont",1997,1270
"2089","Vermont",1998,1473
"2090","Vermont",1999,1536
"2091","Vermont",2000,1697
"2092","Vermont",2001,1741
"2093","Vermont",2002,1863
"2094","Vermont",2003,1944
"2095","Vermont",2004,1968
"2096","Vermont",2005,2078
"2097","Vermont",2006,2215
"2098","Vermont",2007,2116
"2099","Vermont",2008,2116
"2100","Vermont",2009,2220
"2101","Vermont",2010,2079
"2102","Vermont",2011,2053
"2103","Vermont",2012,2034
"2104","Vermont",2013,2078
"2105","Vermont",2014,1979
"2106","Vermont",2015,1750
"2107","Vermont",2016,1735
"2108","Vermont",2017,1546
"2109","Vermont",2018,1659
"2110","Vermont",2019,1608
"2111","Vermont",2020,1284
"2112","Vermont",2021,1287
"2113","Washington",1978,4487
"2114","Washington",1979,4342
"2115","Washington",1980,4399
"2116","Washington",1981,5336
"2117","Washington",1982,6264
"2118","Washington",1983,6658
"2119","Washington",1984,6821
"2120","Washington",1985,6919
"2121","Washington",1986,6603
"2122","Washington",1987,6131
"2123","Washington",1988,5816
"2124","Washington",1989,6928
"2125","Washington",1990,7995
"2126","Washington",1991,9156
"2127","Washington",1992,9959
"2128","Washington",1993,10419
"2129","Washington",1994,10833
"2130","Washington",1995,11608
"2131","Washington",1996,12527
"2132","Washington",1997,13214
"2133","Washington",1998,14161
"2134","Washington",1999,14590
"2135","Washington",2000,14915
"2136","Washington",2001,15159
"2137","Washington",2002,16062
"2138","Washington",2003,16148
"2139","Washington",2004,16614
"2140","Washington",2005,17382
"2141","Washington",2006,17561
"2142","Washington",2007,17772
"2143","Washington",2008,17926
"2144","Washington",2009,18233
"2145","Washington",2010,18235
"2146","Washington",2011,17847
"2147","Washington",2012,17271
"2148","Washington",2013,17984
"2149","Washington",2014,18120
"2150","Washington",2015,18284
"2151","Washington",2016,19104
"2152","Washington",2017,19656
"2153","Washington",2018,19523
"2154","Washington",2019,19261
"2155","Washington",2020,15724
"2156","Washington",2021,13674
"2157","Wisconsin",1978,3432
"2158","Wisconsin",1979,3677
"2159","Wisconsin",1980,3980
"2160","Wisconsin",1981,4385
"2161","Wisconsin",1982,4714
"2162","Wisconsin",1983,4845
"2163","Wisconsin",1984,4974
"2164","Wisconsin",1985,5425
"2165","Wisconsin",1986,5736
"2166","Wisconsin",1987,6143
"2167","Wisconsin",1988,6353
"2168","Wisconsin",1989,6788
"2169","Wisconsin",1990,7465
"2170","Wisconsin",1991,7854
"2171","Wisconsin",1992,8191
"2172","Wisconsin",1993,8781
"2173","Wisconsin",1994,10022
"2174","Wisconsin",1995,11199
"2175","Wisconsin",1996,12991
"2176","Wisconsin",1997,16280
"2177","Wisconsin",1998,18403
"2178","Wisconsin",1999,20390
"2179","Wisconsin",2000,20754
"2180","Wisconsin",2001,21495
"2181","Wisconsin",2002,22113
"2182","Wisconsin",2003,22604
"2183","Wisconsin",2004,22959
"2184","Wisconsin",2005,22697
"2185","Wisconsin",2006,23415
"2186","Wisconsin",2007,23743
"2187","Wisconsin",2008,23379
"2188","Wisconsin",2009,23165
"2189","Wisconsin",2010,22729
"2190","Wisconsin",2011,22657
"2191","Wisconsin",2012,22600
"2192","Wisconsin",2013,22471
"2193","Wisconsin",2014,22597
"2194","Wisconsin",2015,22975
"2195","Wisconsin",2016,23377
"2196","Wisconsin",2017,23945
"2197","Wisconsin",2018,24064
"2198","Wisconsin",2019,23956
"2199","Wisconsin",2020,20298
"2200","Wisconsin",2021,20202
"2201","West Virginia",1978,1237
"2202","West Virginia",1979,1251
"2203","West Virginia",1980,1257
"2204","West Virginia",1981,1565
"2205","West Virginia",1982,1547
"2206","West Virginia",1983,1611
"2207","West Virginia",1984,1579
"2208","West Virginia",1985,1725
"2209","West Virginia",1986,1472
"2210","West Virginia",1987,1449
"2211","West Virginia",1988,1455
"2212","West Virginia",1989,1536
"2213","West Virginia",1990,1565
"2214","West Virginia",1991,1502
"2215","West Virginia",1992,1674
"2216","West Virginia",1993,1805
"2217","West Virginia",1994,2332
"2218","West Virginia",1995,2512
"2219","West Virginia",1996,2749
"2220","West Virginia",1997,3148
"2221","West Virginia",1998,3478
"2222","West Virginia",1999,3532
"2223","West Virginia",2000,3856
"2224","West Virginia",2001,4215
"2225","West Virginia",2002,4544
"2226","West Virginia",2003,4758
"2227","West Virginia",2004,5067
"2228","West Virginia",2005,5312
"2229","West Virginia",2006,5733
"2230","West Virginia",2007,6056
"2231","West Virginia",2008,6059
"2232","West Virginia",2009,6367
"2233","West Virginia",2010,6681
"2234","West Virginia",2011,6826
"2235","West Virginia",2012,7070
"2236","West Virginia",2013,6824
"2237","West Virginia",2014,6896
"2238","West Virginia",2015,7118
"2239","West Virginia",2016,7162
"2240","West Virginia",2017,7092
"2241","West Virginia",2018,6775
"2242","West Virginia",2019,6800
"2243","West Virginia",2020,6044
"2244","West Virginia",2021,5847
"2245","Wyoming",1978,433
"2246","Wyoming",1979,504
"2247","Wyoming",1980,534
"2248","Wyoming",1981,556
"2249","Wyoming",1982,702
"2250","Wyoming",1983,721
"2251","Wyoming",1984,724
"2252","Wyoming",1985,762
"2253","Wyoming",1986,861
"2254","Wyoming",1987,916
"2255","Wyoming",1988,945
"2256","Wyoming",1989,1026
"2257","Wyoming",1990,1110
"2258","Wyoming",1991,1099
"2259","Wyoming",1992,1063
"2260","Wyoming",1993,1129
"2261","Wyoming",1994,1217
"2262","Wyoming",1995,1395
"2263","Wyoming",1996,1477
"2264","Wyoming",1997,1549
"2265","Wyoming",1998,1571
"2266","Wyoming",1999,1710
"2267","Wyoming",2000,1680
"2268","Wyoming",2001,1684
"2269","Wyoming",2002,1737
"2270","Wyoming",2003,1872
"2271","Wyoming",2004,1980
"2272","Wyoming",2005,2047
"2273","Wyoming",2006,2114
"2274","Wyoming",2007,2084
"2275","Wyoming",2008,2084
"2276","Wyoming",2009,2075
"2277","Wyoming",2010,2112
"2278","Wyoming",2011,2183
"2279","Wyoming",2012,2204
"2280","Wyoming",2013,2310
"2281","Wyoming",2014,2383
"2282","Wyoming",2015,2424
"2283","Wyoming",2016,2374
"2284","Wyoming",2017,2473
"2285","Wyoming",2018,2543
"2286","Wyoming",2019,2479
"2287","Wyoming",2020,2087
"2288","Wyoming",2021,2123
