"","State","year","tot_pop","num_pov","perc_in_pov"
"638","Iowa",1987,2892000,419000,14.5
"639","Iowa",1988,2814000,263000,9.4
"640","Iowa",1989,2835000,291000,10.3
"641","Iowa",1990,2784000,289000,10.4
"642","Iowa",1991,2821000,271000,9.6
"643","Iowa",1992,2846000,328000,11.5
"644","Iowa",1993,2809000,290000,10.3
"645","Iowa",1994,2815000,302000,10.7
"646","Iowa",1995,2894000,352000,12.2
"647","Iowa",1996,2898000,279000,9.6
"648","Iowa",1997,2820000,270000,9.6
"649","Iowa",1998,2834000,257000,9.1
"650","Iowa",1999,2856000,210000,7.4
"651","Iowa",2000,2858000,237000,8.3
"652","Iowa",2001,2858000,212000,7.4
"653","Iowa",2002,2899000,267000,9.2
"654","Iowa",2003,2916000,260000,8.9
"655","Iowa",2004,2901000,316000,10.9
"656","Iowa",2005,2902000,327000,11.3
"657","Iowa",2006,2913000,301000,10.3
"658","Iowa",2007,2965000,264000,8.9
"659","Iowa",2008,2986000,285000,9.5
"660","Iowa",2009,2987000,319000,10.7
"661","Iowa",2010,2977000,307000,10.3
"662","Iowa",2011,3027000,315000,10.4
"663","Iowa",2012,3010000,310000,10.3
"664","Iowa",2013,3071000,367500,12
"665","Iowa",2014,3078000,317000,10.3
"666","Iowa",2015,3100000,321000,10.4
"667","Iowa",2016,3099000,302000,9.8
"668","Iowa",2017,3053500,254000,8.3
"669","Iowa",2018,3110000,277000,8.9
"670","Iowa",2019,3137000,298000,9.5
"671","Iowa",2020,3163000,290000,9.2
"672","Iowa",2021,3182000,309000,9.7
"673","Iowa",2022,3183000,299000,9.4
"674","Iowa",2023,3191000,254000,8
"675","Iowa",2024,3240000,257000,7.9
"676","Kansas",1980,2286000,215000,9.4
"677","Kansas",1981,2282000,267000,11.7
"678","Kansas",1982,2365000,247000,10.4
"679","Kansas",1983,2369000,321000,13.6
"680","Kansas",1984,2420000,260000,10.7
"681","Kansas",1985,2395000,331000,13.8
"682","Kansas",1986,2433000,269000,11.1
"683","Kansas",1987,2435000,225000,9.2
"684","Kansas",1988,2399000,195000,8.1
"685","Kansas",1989,2434000,262000,10.8
"686","Kansas",1990,2510000,259000,10.3
"687","Kansas",1991,2580000,317000,12.3
"688","Kansas",1992,2510000,279000,11.1
"689","Kansas",1993,2496000,327000,13.1
"690","Kansas",1994,2522000,375000,14.9
"691","Kansas",1995,2535000,273000,10.8
"692","Kansas",1996,2569000,287000,11.2
"693","Kansas",1997,2583000,250000,9.7
"694","Kansas",1998,2615000,250000,9.6
"695","Kansas",1999,2605000,320000,12.3
"696","Kansas",2000,2649000,213000,8
"697","Kansas",2001,2635000,267000,10.1
"698","Kansas",2002,2681000,269000,10.1
"699","Kansas",2003,2676000,288000,10.8
"700","Kansas",2004,2669000,304000,11.4
"701","Kansas",2005,2693000,337000,12.5
"702","Kansas",2006,2719000,349000,12.8
"703","Kansas",2007,2720000,319000,11.7
"704","Kansas",2008,2716000,346000,12.7
"705","Kansas",2009,2737000,374000,13.7
"706","Kansas",2010,2766000,4e+05,14.5
"707","Kansas",2011,2807000,402000,14.3
"708","Kansas",2012,2828000,397000,14
"709","Kansas",2013,2795000,344000,12.3
"710","Kansas",2014,2851000,345000,12.1
"711","Kansas",2015,2849000,404000,14.2
"712","Kansas",2016,2859000,321000,11.2
"713","Kansas",2017,2869000,416000,14.5
"714","Kansas",2018,2835000,212000,7.5
"715","Kansas",2019,2813000,266000,9.5
"716","Kansas",2020,2891000,267000,9.3
"717","Kansas",2021,2891000,206000,7.1
"718","Kansas",2022,2846000,298000,10.5
"719","Kansas",2023,2889000,254000,8.8
"720","Kansas",2024,2958000,219000,7.4
"721","Kentucky",1980,3641000,701000,19.3
"722","Kentucky",1981,3668000,708000,19.3
"723","Kentucky",1982,3618000,587000,16.2
"724","Kentucky",1983,3752000,670000,17.9
"725","Kentucky",1984,3721000,709000,19.1
"726","Kentucky",1985,3650000,708000,19.4
"727","Kentucky",1986,3560000,630000,17.7
"728","Kentucky",1987,3666000,634000,17.3
"729","Kentucky",1988,3605000,634000,17.6
"730","Kentucky",1989,3576000,576000,16.1
"731","Kentucky",1990,3620000,628000,17.3
"732","Kentucky",1991,3640000,683000,18.8
"733","Kentucky",1992,3720000,731000,19.7
"734","Kentucky",1993,3740000,763000,20.4
"735","Kentucky",1994,3843000,710000,18.5
"736","Kentucky",1995,3876000,572000,14.7
"737","Kentucky",1996,3877000,658000,17
"738","Kentucky",1997,3913000,623000,15.9
"739","Kentucky",1998,3860000,521000,13.5
"740","Kentucky",1999,3859000,467000,12.1
"741","Kentucky",2000,3995000,502000,12.6
"742","Kentucky",2001,3989000,503000,12.6
"743","Kentucky",2002,4033000,571000,14.2
"744","Kentucky",2003,4100000,589000,14.4
"745","Kentucky",2004,4068000,723000,17.8
"746","Kentucky",2005,4049000,599000,14.8
"747","Kentucky",2006,4106000,690000,16.8
"748","Kentucky",2007,4202000,653000,15.5
"749","Kentucky",2008,4246000,724000,17.1
"750","Kentucky",2009,4276000,727000,17
"751","Kentucky",2010,4270000,754000,17.7
"752","Kentucky",2011,4302000,689000,16
"753","Kentucky",2012,4342000,776000,17.9
"754","Kentucky",2013,4430500,931000,21
"755","Kentucky",2014,4299000,861000,20
"756","Kentucky",2015,4365000,851000,19.5
"757","Kentucky",2016,4383000,667000,15.2
"758","Kentucky",2017,4398000,612000,13.95
"759","Kentucky",2018,4445000,696000,15.7
"760","Kentucky",2019,4399000,599000,13.6
"761","Kentucky",2020,4454000,621000,13.9
"762","Kentucky",2021,4459000,725000,16.2
"763","Kentucky",2022,4453000,763000,17.1
"764","Kentucky",2023,4445000,603000,13.6
"765","Kentucky",2024,4575000,712000,15.6
"766","Louisiana",1980,4273000,868000,20.3
"767","Louisiana",1981,4262000,938000,22
"768","Louisiana",1982,4299000,976000,22.7
"769","Louisiana",1983,4360000,939000,21.5
"770","Louisiana",1984,4304000,888000,20.6
"771","Louisiana",1985,4322000,781000,18.1
"772","Louisiana",1986,4338000,953000,22
"773","Louisiana",1987,4268000,1071000,25.1
"774","Louisiana",1988,4249000,968000,22.8
"775","Louisiana",1989,4080000,950000,23.3
"776","Louisiana",1990,4034000,952000,23.6
"777","Louisiana",1991,4185000,795000,19
"778","Louisiana",1992,4256000,1043000,24.5
"779","Louisiana",1993,4246000,1119000,26.4
"780","Louisiana",1994,4351000,1117000,25.7
"781","Louisiana",1995,4306000,849000,19.7
"782","Louisiana",1996,4263000,873000,20.5
"783","Louisiana",1997,4241000,691000,16.3
"784","Louisiana",1998,4305000,821000,19.1
"785","Louisiana",1999,4289000,823000,19.2
"786","Louisiana",2000,4354000,750000,17.2
"787","Louisiana",2001,4372000,709000,16.2
"788","Louisiana",2002,4445000,777000,17.5
"789","Louisiana",2003,4422000,750000,17
"790","Louisiana",2004,4419000,744000,16.8
"791","Louisiana",2005,4086000,748000,18.3
"792","Louisiana",2006,4206000,713000,17
"793","Louisiana",2007,4186000,673000,16.1
"794","Louisiana",2008,4326000,788000,18.2
"795","Louisiana",2009,4450000,636000,14.3
"796","Louisiana",2010,4418000,949000,21.5
"797","Louisiana",2011,4494000,947000,21.1
"798","Louisiana",2012,4465000,944000,21.1
"799","Louisiana",2013,4519000,913000,20.2
"800","Louisiana",2014,4550000,1049000,23.1
"801","Louisiana",2015,4599000,854000,18.6
"802","Louisiana",2016,4573000,923000,20.2
"803","Louisiana",2017,4536500,950500,20.95
"804","Louisiana",2018,4510000,858000,19
"805","Louisiana",2019,4563000,816000,17.9
"806","Louisiana",2020,4545000,704000,15.5
"807","Louisiana",2021,4519000,830000,18.4
"808","Louisiana",2022,4519000,761000,16.9
"809","Louisiana",2023,4482000,964000,21.5
"810","Louisiana",2024,4551000,911000,20
"811","Maine",1980,1077000,158000,14.6
"812","Maine",1981,1116000,179000,16
"813","Maine",1982,1133000,156000,13.7
"814","Maine",1983,1157000,144000,12.4
"815","Maine",1984,1167000,152000,13
"816","Maine",1985,1129000,134000,11.9
"817","Maine",1986,1127000,115000,10.2
"818","Maine",1987,1144000,134000,11.7
"819","Maine",1988,1201000,159000,13.2
"820","Maine",1989,1233000,128000,10.4
"821","Maine",1990,1231000,162000,13.1
"822","Maine",1991,1213000,171000,14.1
"823","Maine",1992,1239000,167000,13.5
"824","Maine",1993,1276000,196000,15.4
"825","Maine",1994,1201000,113000,9.4
"826","Maine",1995,1225000,138000,11.2
"827","Maine",1996,1203000,135000,11.2
"828","Maine",1997,1222000,124000,10.1
"829","Maine",1998,1263000,131000,10.4
"830","Maine",1999,1260000,134000,10.6
"831","Maine",2000,1267000,128000,10.1
"832","Maine",2001,1277000,132000,10.3
"833","Maine",2002,1265000,170000,13.4
"834","Maine",2003,1279000,149000,11.6
"835","Maine",2004,1290000,149000,11.6
"836","Maine",2005,1314000,166000,12.6
"837","Maine",2006,1313000,134000,10.2
"838","Maine",2007,1312000,142000,10.9
"839","Maine",2008,1317000,158000,12
"840","Maine",2009,1297000,148000,11.4
"841","Maine",2010,1298000,164000,12.6
"842","Maine",2011,1328000,178000,13.4
"843","Maine",2012,1330000,170000,12.8
"844","Maine",2013,1320000,156000,11.85
"845","Maine",2014,1300000,190000,14.6
"846","Maine",2015,1340000,165000,12.3
"847","Maine",2016,1317000,167000,12.7
"848","Maine",2017,1316000,160500,12.2
"849","Maine",2018,1321000,153000,11.6
"850","Maine",2019,1340000,140000,10.4
"851","Maine",2020,1366000,109000,8
"852","Maine",2021,1354000,123000,9.1
"853","Maine",2022,1381000,133000,9.6
"854","Maine",2023,1392000,103000,7.4
"855","Maine",2024,1396000,102000,7.3
"856","Maryland",1980,4104000,389000,9.5
"857","Maryland",1981,4123000,442000,10.7
"858","Maryland",1982,4190000,516000,12.3
"859","Maryland",1983,4112000,358000,8.7
"860","Maryland",1984,4106000,358000,8.7
"861","Maryland",1985,4209000,364000,8.7
"862","Maryland",1986,4504000,414000,9.2
"863","Maryland",1987,4558000,420000,9.2
"864","Maryland",1988,4650000,457000,9.8
"865","Maryland",1989,4567000,411000,9
"866","Maryland",1990,4727000,468000,9.9
"867","Maryland",1991,4767000,432000,9.1
"868","Maryland",1992,4946000,583000,11.8
"869","Maryland",1993,4925000,479000,9.7
"870","Maryland",1994,5045000,541000,10.7
"871","Maryland",1995,5133000,520000,10.1
"872","Maryland",1996,5085000,522000,10.3
"873","Maryland",1997,5043000,422000,8.4
"874","Maryland",1998,5014000,359000,7.2
"875","Maryland",1999,5049000,367000,7.3
"876","Maryland",2000,5241000,386000,7.4
"877","Maryland",2001,5318000,385000,7.2
"878","Maryland",2002,5419000,4e+05,7.4
"879","Maryland",2003,5485000,472000,8.6
"880","Maryland",2004,5539000,550000,9.9
"881","Maryland",2005,5560000,542000,9.7
"882","Maryland",2006,5607000,469000,8.4
"883","Maryland",2007,5560000,491000,8.8
"884","Maryland",2008,5528000,481000,8.7
"885","Maryland",2009,5662000,543000,9.6
"886","Maryland",2010,5786000,628000,10.9
"887","Maryland",2011,5806000,537000,9.3
"888","Maryland",2012,5892000,585000,9.9
"889","Maryland",2013,5939500,617000,10.4
"890","Maryland",2014,5934000,584000,9.8
"891","Maryland",2015,5892000,566000,9.6
"892","Maryland",2016,5930000,424000,7.1
"893","Maryland",2017,5972000,459000,7.7
"894","Maryland",2018,6030000,480000,8
"895","Maryland",2019,6067000,424000,7
"896","Maryland",2020,6077000,569000,9.4
"897","Maryland",2021,6095000,469000,7.7
"898","Maryland",2022,6202000,535000,8.6
"899","Maryland",2023,6197000,550000,8.9
"900","Maryland",2024,6230000,449000,7.2
"901","Massachusetts",1980,5725000,542000,9.5
"902","Massachusetts",1981,5804000,518000,8.9
"903","Massachusetts",1982,5748000,590000,10.3
"904","Massachusetts",1983,5731000,443000,7.7
"905","Massachusetts",1984,5845000,519000,8.9
"906","Massachusetts",1985,5899000,544000,9.2
"907","Massachusetts",1986,5846000,538000,9.2
"908","Massachusetts",1987,5845000,477000,8.2
"909","Massachusetts",1988,5861000,497000,8.5
"910","Massachusetts",1989,5831000,513000,8.8
"911","Massachusetts",1990,5832000,626000,10.7
"912","Massachusetts",1991,5803000,637000,11
"913","Massachusetts",1992,5843000,6e+05,10.3
"914","Massachusetts",1993,5991000,641000,10.7
"915","Massachusetts",1994,6005000,585000,9.7
"916","Massachusetts",1995,6065000,665000,11
"917","Massachusetts",1996,6150000,622000,10.1
"918","Massachusetts",1997,5991000,732000,12.2
"919","Massachusetts",1998,6100000,528000,8.7
"920","Massachusetts",1999,6262000,738000,11.8
"921","Massachusetts",2000,6284000,618000,9.8
"922","Massachusetts",2001,6302000,561000,8.9
"923","Massachusetts",2002,6469000,648000,10
"924","Massachusetts",2003,6357000,652000,10.3
"925","Massachusetts",2004,6363000,594000,9.3
"926","Massachusetts",2005,6318000,641000,10.1
"927","Massachusetts",2006,6324000,758000,12
"928","Massachusetts",2007,6336000,707000,11.2
"929","Massachusetts",2008,6420000,727000,11.3
"930","Massachusetts",2009,6623000,717000,10.8
"931","Massachusetts",2010,6532000,711000,10.9
"932","Massachusetts",2011,6514000,688000,10.6
"933","Massachusetts",2012,6566000,743000,11.3
"934","Massachusetts",2013,6652500,801000,12
"935","Massachusetts",2014,6653000,902000,13.6
"936","Massachusetts",2015,6777000,782000,11.5
"937","Massachusetts",2016,6775000,649000,9.6
"938","Massachusetts",2017,6790000,743500,10.9
"939","Massachusetts",2018,6883000,601000,8.7
"940","Massachusetts",2019,6897000,521000,7.5
"941","Massachusetts",2020,6943000,586000,8.4
"942","Massachusetts",2021,6841000,522000,7.6
"943","Massachusetts",2022,6860000,658000,9.6
"944","Massachusetts",2023,6925000,632000,9.1
"945","Massachusetts",2024,7067000,626000,8.9
"946","Michigan",1980,9227000,1194000,12.9
"947","Michigan",1981,9096000,1184000,13
"948","Michigan",1982,9117000,1481000,16.2
"949","Michigan",1983,9056000,1518000,16.8
"950","Michigan",1984,8962000,1495000,16.7
"951","Michigan",1985,9051000,1308000,14.5
"952","Michigan",1986,9112000,1267000,13.9
"953","Michigan",1987,8973000,1095000,12.2
"954","Michigan",1988,9223000,1112000,12.1
"955","Michigan",1989,9297000,1228000,13.2
"956","Michigan",1990,9187000,1315000,14.3
"957","Michigan",1991,9263000,1308000,14.1
"958","Michigan",1992,9322000,1271000,13.6
"959","Michigan",1993,9560000,1475000,15.4
"960","Michigan",1994,9519000,1347000,14.1
"961","Michigan",1995,9637000,1174000,12.2
"962","Michigan",1996,9572000,1068000,11.2
"963","Michigan",1997,9783000,1006000,10.3
"964","Michigan",1998,10010000,1097000,11
"965","Michigan",1999,10050000,978000,9.7
"966","Michigan",2000,9813000,967000,9.9
"967","Michigan",2001,9880000,927000,9.4
"968","Michigan",2002,9897000,1152000,11.6
"969","Michigan",2003,9893000,1125000,11.4
"970","Michigan",2004,9939000,1318000,13.3
"971","Michigan",2005,9964000,1196000,12
"972","Michigan",2006,9953000,1323000,13.3
"973","Michigan",2007,9919000,1076000,10.8
"974","Michigan",2008,9806000,1273000,13
"975","Michigan",2009,9797000,1376000,14
"976","Michigan",2010,9751000,1530000,15.7
"977","Michigan",2011,9689000,1449000,15
"978","Michigan",2012,9731000,1331000,13.7
"979","Michigan",2013,9955000,1352500,13.6
"980","Michigan",2014,9893000,1462000,14.8
"981","Michigan",2015,9852000,1259000,12.8
"982","Michigan",2016,9875000,1091000,11.1
"983","Michigan",2017,9892000,1197000,12.1
"984","Michigan",2018,9913000,1036000,10.5
"985","Michigan",2019,9901000,1007000,10.2
"986","Michigan",2020,9891000,1112000,11.2
"987","Michigan",2021,9842000,1147000,11.7
"988","Michigan",2022,9961000,1206000,12.1
"989","Michigan",2023,9936000,1199000,12.1
"990","Michigan",2024,10010000,1143000,11.4
"991","Minnesota",1980,3920000,342000,8.7
"992","Minnesota",1981,4034000,438000,10.9
"993","Minnesota",1982,4120000,546000,13.3
"994","Minnesota",1983,4138000,502000,12.1
"995","Minnesota",1984,4164000,381000,9.1
"996","Minnesota",1985,4146000,523000,12.6
"997","Minnesota",1986,4131000,517000,12.5
"998","Minnesota",1987,4294000,484000,11.3
"999","Minnesota",1988,4421000,514000,11.6
"1000","Minnesota",1989,4268000,478000,11.2
"1001","Minnesota",1990,4366000,524000,12
"1002","Minnesota",1991,4384000,564000,12.9
"1003","Minnesota",1992,4318000,561000,13
"1004","Minnesota",1993,4354000,506000,11.6
"1005","Minnesota",1994,4486000,523000,11.7
"1006","Minnesota",1995,4628000,427000,9.2
"1007","Minnesota",1996,4690000,458000,9.8
"1008","Minnesota",1997,4748000,457000,9.6
"1009","Minnesota",1998,4815000,498000,10.3
"1010","Minnesota",1999,4868000,354000,7.3
"1011","Minnesota",2000,4890000,276000,5.7
"1012","Minnesota",2001,4910000,361000,7.4
"1013","Minnesota",2002,5044000,325000,6.5
"1014","Minnesota",2003,5075000,376000,7.4
"1015","Minnesota",2004,5120000,356000,7
"1016","Minnesota",2005,5113000,412000,8.1
"1017","Minnesota",2006,5145000,422000,8.2
"1018","Minnesota",2007,5188000,482000,9.3
"1019","Minnesota",2008,5120000,506000,9.9
"1020","Minnesota",2009,5200000,576000,11.1
"1021","Minnesota",2010,5217000,563000,10.8
"1022","Minnesota",2011,5276000,528000,10
"1023","Minnesota",2012,5353000,534000,10
"1024","Minnesota",2013,5373500,619000,11.5
"1025","Minnesota",2014,5417000,447000,8.3
"1026","Minnesota",2015,5458000,428000,7.8
"1027","Minnesota",2016,5430000,470000,8.7
"1028","Minnesota",2017,5619000,499000,8.85
"1029","Minnesota",2018,5746000,456000,7.9
"1030","Minnesota",2019,5681000,322000,5.7
"1031","Minnesota",2020,5602000,476000,8.5
"1032","Minnesota",2021,5532000,382000,6.9
"1033","Minnesota",2022,5626000,427000,7.6
"1034","Minnesota",2023,5779000,417000,7.2
"1035","Minnesota",2024,5802000,404000,7
"1036","Mississippi",1980,2429000,591000,24.3
"1037","Mississippi",1981,2408000,618000,25.7
"1038","Mississippi",1982,2454000,562000,22.9
"1039","Mississippi",1983,2481000,669000,27
"1040","Mississippi",1984,2504000,628000,25.1
"1041","Mississippi",1985,2564000,644000,25.1
"1042","Mississippi",1986,2610000,695000,26.6
"1043","Mississippi",1987,2553000,637000,25
"1044","Mississippi",1988,2588000,704000,27.2
"1045","Mississippi",1989,2574000,566000,22
"1046","Mississippi",1990,2663000,684000,25.7
"1047","Mississippi",1991,2681000,635000,23.7
"1048","Mississippi",1992,2725000,671000,24.6
"1049","Mississippi",1993,2584000,639000,24.7
"1050","Mississippi",1994,2587000,515000,19.9
"1051","Mississippi",1995,2685000,630000,23.5
"1052","Mississippi",1996,2797000,575000,20.6
"1053","Mississippi",1997,2731000,455000,16.7
"1054","Mississippi",1998,2758000,486000,17.6
"1055","Mississippi",1999,2755000,446000,16.2
"1056","Mississippi",2000,2794000,418000,14.9
"1057","Mississippi",2001,2794000,539000,19.3
"1058","Mississippi",2002,2785000,513000,18.4
"1059","Mississippi",2003,2851000,456000,16
"1060","Mississippi",2004,2862000,536000,18.7
"1061","Mississippi",2005,2843000,571000,20.1
"1062","Mississippi",2006,2887000,596000,20.6
"1063","Mississippi",2007,2895000,655000,22.6
"1064","Mississippi",2008,2900000,525000,18.1
"1065","Mississippi",2009,2847000,658000,23.1
"1066","Mississippi",2010,2920000,658000,22.5
"1067","Mississippi",2011,2932000,510000,17.4
"1068","Mississippi",2012,2893000,636000,22
"1069","Mississippi",2013,2906500,605500,20.8
"1070","Mississippi",2014,2961000,654000,22.1
"1071","Mississippi",2015,2947000,563000,19.1
"1072","Mississippi",2016,2943000,622000,21.1
"1073","Mississippi",2017,2947500,541000,18.4
"1074","Mississippi",2018,2899000,567000,19.6
"1075","Mississippi",2019,2911000,560000,19.2
"1076","Mississippi",2020,2937000,516000,17.6
"1077","Mississippi",2021,2913000,506000,17.4
"1078","Mississippi",2022,2881000,531000,18.4
"1079","Mississippi",2023,2896000,462000,16
"1080","Mississippi",2024,2917000,521000,17.9
"1081","Missouri",1980,4800000,625000,13
"1082","Missouri",1981,4814000,634000,13.2
"1083","Missouri",1982,4798000,699000,14.6
"1084","Missouri",1983,4837000,807000,16.7
"1085","Missouri",1984,4958000,720000,14.5
"1086","Missouri",1985,5011000,689000,13.7
"1087","Missouri",1986,4998000,722000,14.4
"1088","Missouri",1987,5100000,716000,14
"1089","Missouri",1988,5201000,662000,12.7
"1090","Missouri",1989,5193000,654000,12.6
"1091","Missouri",1990,5238000,7e+05,13.4
"1092","Missouri",1991,4993000,740000,14.8
"1093","Missouri",1992,5062000,795000,15.7
"1094","Missouri",1993,5185000,832000,16.1
"1095","Missouri",1994,5107000,797000,15.6
"1096","Missouri",1995,5140000,484000,9.4
"1097","Missouri",1996,5268000,5e+05,9.5
"1098","Missouri",1997,5315000,627000,11.8
