"","State","year","tot_pop","incar_rate","tot_crime_rate","violent_crime_rate","prop_crime_rate","pov_rate","non_white_rate","spending_rate"
"1592","Hawaii",2011,1337000,451.533283470456,3540.68810770381,259.162303664921,3281.52580403889,12100,81558.746358243,36300000
"1593","Idaho",2011,1574000,491.677255400254,2292.0584498094,203.430749682338,2088.62770012707,15700,5515.64846588771,31700000
"1594","Illinois",2011,12700000,381.314960629921,3141.66141732283,429.314960629921,2712.34645669291,14200,21475.5297101737,46700000
"1595","Indiana",2011,6344000,455.643127364439,3588.19356872636,340.77868852459,3247.41488020177,15600,12150.1759395362,25800000
"1596","Iowa",2011,3027000,301.156260323753,2640.4360753221,260.422860918401,2380.0132144037,10400,6873.70863247393,27400000
"1597","Kansas",2011,2807000,332.276451727823,3522.05201282508,363.697898111863,3158.35411471322,14300,13460.1212371174,33300000
"1598","Kentucky",2011,4302000,500.813575081357,3010.27429102743,243.258949325895,2767.01534170153,16000,10360.005671293,20700000
"1599","Louisiana",2011,4494000,883.622607921673,4314.68624833111,564.597240765465,3750.08900756564,21100,34727.7231218583,43400000
"1600","Maine",2011,1328000,161.521084337349,2670.7078313253,123.343373493976,2547.36445783133,13400,4628.31175500432,24200000
"1601","Maryland",2011,5806000,388.529107819497,3370.01377884947,496.331381329659,2873.68239751981,9300,39131.1977851348,48500000
"1602","Massachusetts",2011,6514000,178.431071538225,2718.16088424931,433.404973902364,2284.75591034695,10600,15650.6124716612,41600000
"1603","Michigan",2011,9689000,443.182991020745,3045.3091134276,451.346888223759,2593.96222520384,15000,20729.7278508231,3.1e+07
"1604","Minnesota",2011,5276000,185.746777862017,2814.7460197119,233.567096285064,2581.17892342684,10000,12164.9137376129,40200000
"1605","Mississippi",2011,2932000,729.399727148704,3336.2210095498,273.158253751705,3063.06275579809,17400,39862.6282724293,28900000
"1606","Missouri",2011,5892000,523.302783435166,3835.25118805159,456.347589952478,3378.90359809912,15400,15882.3895488222,3.6e+07
"1607","Montana",2011,986000,373.022312373225,2701.82555780933,279.411764705882,2422.41379310345,16500,9868.7295865006,34900000
"1608","National",2011,307843000,519.410218845321,3332.46947307556,391.768206520856,2940.7012665547,14982.9620943143,318.923441422737,28450000
"1609","Nebraska",2011,1823000,253.208996160176,3048.05266044981,256.280855732309,2791.7718047175,10200,11277.0479938485,29300000
"1610","Nevada",2011,2682000,476.435495898583,3188.92617449664,576.13721103654,2612.7889634601,15500,23505.0130679325,54600000
"1611","New Hampshire",2011,1300000,201.076923076923,2740,220.307692307692,2519.69230769231,7600,5021.26604698019,34700000
"1612","New Jersey",2011,8642000,275.792640592455,2510.09025688498,314.776672066651,2195.31358481833,11400,25112.8506376587,48800000
"1613","New Mexico",2011,2037000,343.544428080511,4195.04172803142,584.388807069219,3610.6529209622,22200,19181.3914022402,40300000
"1614","New York",2011,19330000,286.787377133989,2324.36627004656,400.739782721159,1923.6264873254,16000,27369.5480900493,60100000
"1615","North Carolina",2011,9504000,414.983164983165,3906.007996633,351.651936026936,3554.35606060606,15400,28072.2601189791,32200000
"1616","North Dakota",2011,675000,210.814814814815,2227.11111111111,251.703703703704,1975.40740740741,9900,14598.4205720601,30100000
"1617","Ohio",2011,11310000,450.610079575597,3676.3041556145,311.388152077807,3364.91600353669,15100,16244.8998382838,3.6e+07
"1618","Oklahoma",2011,3763000,690.326866861547,3851.42173797502,460.031889449907,3391.38984852511,13900,30634.8958001638,31200000
"1619","Oregon",2011,3850000,376.883116883117,3415.8961038961,250.467532467532,3165.42857142857,14400,12160.5897228634,3.7e+07
"1620","Pennsylvania",2011,12700000,406.125984251969,2595.51968503937,363.692913385827,2231.82677165354,12600,14813.3076903588,32400000
"1621","Rhode Island",2011,1038000,321.483622350674,2944.31599229287,249.132947976879,2695.18304431599,13400,14566.3590036973,43900000
"1622","South Carolina",2011,4605000,497.589576547231,4584.95114006515,605.732899022801,3979.21824104235,19000,30640.416149784,29800000
"1623","South Dakota",2011,808000,437.5,2153.9603960396,260.519801980198,1893.44059405941,14500,12237.5194045937,25700000
"1624","Tennessee",2011,6324000,450.332068311195,4266.20809614168,615.037950664137,3651.17014547755,16300,19763.790810793,34700000
"1625","Texas",2011,25550000,674.066536203523,3904.28180039139,409.917808219178,3494.36399217221,17400,19795.7550159845,34100000
"1626","Utah",2011,2812000,244.630156472262,3187.4466571835,197.26173541963,2990.18492176387,11000,7658.93079094431,30400000
"1627","Vermont",2011,615000,333.821138211382,2603.41463414634,150.406504065041,2453.0081300813,11600,3971.94256359658,35900000
"1628","Virginia",2011,7971000,478.359051561912,2495.49617362941,200.90327436959,2294.59289925982,11400,27970.3819538581,32600000
"1629","Washington",2011,6812000,261.993540810335,3880.81327069877,295.830886670581,3584.98238402819,12500,20706.1175925436,3.1e+07
"1630","West Virginia",2011,1820000,375.054945054945,2445.38461538462,302.032967032967,2143.35164835165,17500,5390.98890566902,2.5e+07
"1631","Wisconsin",2011,5676000,399.171952078929,2716.34954193094,251.374207188161,2464.97533474278,13100,12612.3526940214,40800000
"1632","Wyoming",2011,562000,388.434163701068,2512.98932384342,221.53024911032,2291.4590747331,10700,6204.038933956,50200000
"1633","Alabama",2012,4808000,674.521630615641,3963.6231281198,451.185524126456,3512.43760399334,16200,29486.7410155541,29800000
"1634","Alaska",2012,702000,802.421652421653,3482.76353276353,628.490028490029,2854.2735042735,10000,27704.9010116309,59700000
"1635","Arizona",2012,6642000,603.432700993677,3911.14122252334,422.719060523939,3488.4221619994,19000,12224.8711876731,40400000
"1636","Arkansas",2012,2909000,503.746992093503,4236.50739085596,476.14300446889,3760.36438638707,20100,19736.5040838322,25800000
"1637","California",2012,37910000,354.877341070958,3192.8488525455,424.542337114218,2768.30651543128,15900,25303.5115076308,5e+07
"1638","Colorado",2012,5153000,397.089074325636,3013.8948185523,309.547836211915,2704.34698234038,11900,10774.1408304709,38300000
"1639","Connecticut",2012,3517000,498.436167187944,2483.70770543076,289.536536821154,2194.17116860961,10300,17658.0540962262,39100000
"1640","Delaware",2012,9e+05,768.222222222222,3972.77777777778,560.888888888889,3411.88888888889,13500,28639.8938632725,43100000
"1641","Florida",2012,19170000,531.716223265519,3792.77516953573,490.803338549817,3301.97183098592,15300,21362.5757407763,48400000
"1642","Georgia",2012,9665000,573.792033109157,3902.20382824625,389.808587687532,3512.39524055872,18100,36662.6026210169,30400000
"1643","Hawaii",2012,1356000,430.014749262537,3451.10619469027,249.115044247788,3201.99115044248,13800,79428.7965840482,3.5e+07
"1644","Idaho",2012,1588000,502.833753148615,2214.92443324937,210.831234256927,2004.09319899244,14400,5085.65990682064,31500000
"1645","Illinois",2012,12730000,387.651217596229,3034.2655145326,420.706991358995,2613.55852317361,12600,21672.5933510018,45200000
"1646","Indiana",2012,6343000,454.532555573073,3476.87214251931,355.415418571654,3121.45672394766,15200,12764.0594685111,22300000
"1647","Iowa",2012,3010000,290.132890365448,2608.7707641196,271.328903654485,2337.44186046512,10300,7988.04263188949,28400000
"1648","Kansas",2012,2828000,342.362093352192,3584.08769448373,363.932107496464,3220.15558698727,14000,13434.2268231583,32500000
"1649","Kentucky",2012,4342000,509.212344541686,2824.78120681714,226.900046061723,2597.88116075541,17900,11413.0859689256,22200000
"1650","Louisiana",2012,4465000,899.708846584546,4154.80403135498,511.511758118701,3643.29227323628,21100,34093.0051547964,4.1e+07
"1651","Maine",2012,1330000,158.496240601504,2633.38345864662,122.255639097744,2511.12781954887,12800,5019.42812815379,23900000
"1652","Maryland",2012,5892000,365.274949083503,3231.41547861507,476.680244399185,2754.73523421589,9900,40356.2712474115,45800000
"1653","Massachusetts",2012,6566000,172.220530003046,2594.7608894304,411.925068534877,2182.83582089552,11300,15454.1411549847,41300000
"1654","Michigan",2012,9731000,448.422567053746,3023.44055081698,462.049121364711,2561.39142945227,13700,19755.0589260486,30100000
"1655","Minnesota",2012,5353000,185.652904913133,2812.83392490192,232.000747244536,2580.83317765739,10000,13539.4160516739,38600000
"1656","Mississippi",2012,2893000,771.48288973384,3169.789146215,268.544763221569,2901.24438299343,22000,39940.491869912,28300000
"1657","Missouri",2012,5956000,524.630624580255,3811.31631967764,456.497649429147,3354.81867024849,15200,17161.4414851328,34400000
"1658","Montana",2012,999000,361.261261261261,2893.39339339339,280.580580580581,2612.81281281281,13400,9119.03093617931,36600000
"1659","National",2012,310019000,506.548630890365,3296.26539018576,392.574971211442,2903.69041897432,14960.0508355939,317.905296300154,2.8e+07
"1660","Nebraska",2012,1849000,254.461871281774,3028.9345592212,259.707950243375,2769.22660897783,12200,10879.6568328459,29600000
"1661","Nevada",2012,2735000,471.042047531993,3446.91042047532,612.90676416819,2834.00365630713,15800,25957.5207251431,50600000
"1662","New Hampshire",2012,1308000,213.302752293578,2669.34250764526,217.201834862385,2452.14067278287,8100,4964.11013767355,33700000
"1663","New Jersey",2012,8720000,266.341743119266,2376.23853211009,295.034403669725,2081.20412844037,9300,24116.5282040712,48600000
"1664","New Mexico",2012,2064000,325.920542635659,4203.1976744186,564.922480620155,3638.27519379845,20400,15980.2539592323,39400000
"1665","New York",2012,19300000,280.880829015544,2356.49222797927,412.098445595855,1944.39378238342,17200,28677.6452322521,59900000
"1666","North Carolina",2012,9634000,385.46813369317,3768.5073697322,357.733028856135,3410.77434087606,17200,29008.8431316187,35600000
"1667","North Dakota",2012,692000,218.49710982659,2315.0289017341,248.988439306358,2066.04046242775,11400,14852.8163693335,27700000
"1668","Ohio",2012,11400000,446.280701754386,3554.9298245614,305.5,3249.4298245614,15400,16267.067984423,35600000
"1669","Oklahoma",2012,3700000,681.756756756757,4028.94594594595,489.243243243243,3539.7027027027,18000,29071.8716021509,28400000
"1670","Oregon",2012,3872000,383.264462809917,3513.81714876033,248.915289256198,3264.90185950413,13500,11871.3109766885,37300000
"1671","Pennsylvania",2012,12660000,403.830963665087,2543.01737756714,358.483412322275,2184.53396524487,13900,14876.1812808154,32500000
"1672","Rhode Island",2012,1034000,320.889748549323,2871.95357833656,256.963249516441,2614.99032882012,13600,12475.4784522524,43200000
"1673","South Carolina",2012,4667000,479.708592243411,4446.60381401329,567.25948146561,3879.34433254768,16700,30337.3120717874,28800000
"1674","South Dakota",2012,822000,444.038929440389,2436.37469586375,328.588807785888,2107.78588807786,12800,14145.9121258192,25900000
"1675","Tennessee",2012,6422000,442.40112114606,4035.16038617253,641.747119277484,3393.41326689505,18600,21013.2125205184,32100000
"1676","Texas",2012,26060000,638.419033000767,3771.81120491174,408.576362240982,3363.23484267076,17000,19572.6253923002,31900000
"1677","Utah",2012,2849000,244.366444366444,3237.03053703054,208.459108459108,3028.57142857143,11000,8314.02192599317,29900000
"1678","Vermont",2012,615000,330.731707317073,2690.08130081301,144.878048780488,2545.20325203252,11200,5550.10322705762,38800000
"1679","Virginia",2012,7994000,463.397548161121,2428.19614711033,196.097072804603,2232.09907430573,10600,28029.0047857977,32400000
"1680","Washington",2012,6856000,251.91073512252,4010.06417736289,299.781213535589,3710.2829638273,11600,19044.7807020167,32400000
"1681","West Virginia",2012,1803000,392.124237382141,2797.72601220189,329.617304492512,2468.10870770937,16700,5559.84149198329,2.5e+07
"1682","Wisconsin",2012,5628000,401.563610518834,2790.22743425729,288.805970149254,2501.42146410803,11400,11911.5325637184,39700000
"1683","Wyoming",2012,577000,381.975736568458,2492.72097053726,201.213171577123,2291.50779896014,9600,7310.64319454855,46900000
"1684","Alabama",2013,4779000,677.568528980958,3822.32684662063,435.948943293576,3386.37790332706,17600,29111.5183279434,3e+07
"1685","Alaska",2013,696000,730.028735632184,3724.13793103448,676.580459770115,3047.55747126437,10300,29806.7058579332,63800000
"1686","Arizona",2013,6588500,624.9829247932,3807.69522653108,418.547469074903,3389.14775745617,19000,15652.0613355909,39100000
"1687","Arkansas",2013,2896000,595.131215469613,4149.93093922652,473.238950276243,3676.69198895028,15500,20426.7413031258,27200000
"1688","California",2013,38130000,356.624704956727,3078.01206399161,405.819564647259,2672.19249934435,15000,25757.7490832142,49500000
"1689","Colorado",2013,5296000,384.648791540786,2946.99773413897,303.98413897281,2643.01359516616,10650,10538.7854692182,39100000
"1690","Connecticut",2013,3591000,489.083820662768,2247.64689501532,262.851573377889,1984.79532163743,11100,18192.2040811968,3.9e+07
"1691","Delaware",2013,909500,770.093457943925,3698.07586586036,509.400769653656,3188.67509620671,12600,26699.2234361723,44400000
"1692","Florida",2013,19415000,530.661859387072,3601.14859644605,473.824362606232,3127.32423383981,14850,22156.8336684535,46100000
"1693","Georgia",2013,9817500,550.078940667176,3843.41227400051,382.164502164502,3461.24777183601,17400,37145.5772207969,29700000
"1694","Hawaii",2013,1353000,416.260162601626,3610.56910569106,264.966740576497,3345.60236511456,10850,77612.0210381219,33900000
"1695","Idaho",2013,1601000,514.803247970019,2104.99687695191,216.801998750781,1888.19487820112,12650,5345.58527366551,31100000
"1696","Illinois",2013,12715000,382.642548171451,2736.95635076681,408.619740464019,2328.33661030279,13450,21369.0880872304,4.7e+07
"1697","Indiana",2013,6477500,461.798533384794,3258.95793130066,364.754920879969,2894.20301042069,14050,13686.1956952156,22300000
"1698","Iowa",2013,3071000,283.197655486812,2488.40768479323,274.926733962879,2213.48095083035,12000,8557.90124890416,2.8e+07
"1699","Kansas",2013,2795000,349.302325581395,3421.53846153846,355.20572450805,3066.33273703041,12300,13714.6974381259,34500000
"1700","Kentucky",2013,4430500,474.664259112967,2566.93375465523,209.457171876763,2357.47658277847,21000,11536.3167769342,22400000
"1701","Louisiana",2013,4519000,869.63930073025,4200.17703031644,533.901305598584,3666.27572471786,20200,34409.8432389095,40500000
"1702","Maine",2013,1320000,164.621212121212,2440.5303030303,133.409090909091,2307.12121212121,11850,4352.54248690916,24200000
"1703","Maryland",2013,5939500,359.205320313158,3134.15270645677,475.376715211718,2658.77599124505,10400,40183.2838807343,48900000
"1704","Massachusetts",2013,6652500,164.599774520857,2473.32581736189,409.830890642616,2063.49492671928,12000,17777.9431799735,41900000
"1705","Michigan",2013,9955000,439.568056253139,2761.34605725766,449.593169261678,2311.75288799598,13600,20101.484497881,3.2e+07
"1706","Minnesota",2013,5373500,191.476691169629,2678.01246859589,236.531124965107,2441.48134363078,11500,13606.3463817863,38300000
"1707","Mississippi",2013,2906500,755.857560639945,3091.38138654739,285.670049888182,2805.71133665921,20800,39547.3440747685,28300000
"1708","Missouri",2013,5976000,527.727576974565,3612.29919678715,438.688085676037,3173.61111111111,15600,17183.0132792954,3.4e+07
"1709","Montana",2013,989000,368.250758341759,2944.28715874621,295.652173913043,2648.63498483316,12500,8218.57493861815,36900000
"1710","National",2013,312379000,504.819466097273,3143.67803213404,374.000172866934,2769.67785926711,14612.2178507518,318.809283472272,27525000
"1711","Nebraska",2013,1853000,271.235833783054,2922.0723151646,267.08041014571,2654.99190501889,10750,11557.422930917,28500000
"1712","Nevada",2013,2767000,471.846765449946,3471.81062522588,610.336104083845,2861.47452114203,15950,24784.1730402762,49400000
"1713","New Hampshire",2013,1309000,230.557677616501,2548.58670741024,225.515660809778,2323.07104660046,7250,5222.2347366894,34500000
"1714","New Jersey",2013,8785000,255.571997723392,2201.27490039841,293.090495162208,1908.1844052362,10500,25408.3245919839,48100000
"1715","New Mexico",2013,2089000,331.785543322164,4401.53183341312,621.828626136908,3779.70320727621,23750,18207.0890133516,39100000
"1716","New York",2013,19415000,275.817666752511,2246.54133402009,399.500386299253,1847.04094772083,15900,28028.3758936526,58800000
"1717","North Carolina",2013,9645500,382.789902026852,3516.85241822612,348.214193147063,3168.63822507905,16650,29778.3621412757,35100000
"1718","North Dakota",2013,713500,220.882971268395,2429.57252978276,277.365101611773,2152.20742817099,11550,14297.3125118865,27100000
"1719","Ohio",2013,11375000,454.76043956044,3271.52527472527,296.457142857143,2975.06813186813,14300,15934.9451367073,3.5e+07
"1720","Oklahoma",2013,3702500,744.010803511141,3878.59554355165,464.199864956111,3414.39567859554,17600,29144.0596856017,28900000
"1721","Oregon",2013,3951500,392.686321650006,3406.78223459446,241.32607870429,3165.45615589017,14550,12430.0858433868,35900000
"1722","Pennsylvania",2013,12770000,402.678151918559,2396.2490211433,335.356303837118,2060.89271730619,11800,16088.8178151125,32400000
"1723","Rhode Island",2013,1040000,323.173076923077,2735.67307692308,260.576923076923,2475.09615384615,11400,14459.108291197,43400000
"1724","South Carolina",2013,4677500,471.619454836986,4222.85408872261,518.717263495457,3704.13682522715,17600,30670.9131254946,28700000
"1725","South Dakota",2013,830000,443.614457831325,2290,329.277108433735,1960.72289156627,11800,11913.83949349,26100000
"1726","Tennessee",2013,6362500,448.267190569745,3862.41257367387,598.239685658153,3264.17288801572,16800,21230.3205180756,33400000
"1727","Texas",2013,26290000,640.091289463674,3693.59452263218,413.682008368201,3279.91251426398,16850,18715.5277219898,31600000
"1728","Utah",2013,2900000,244.034482758621,3275.10344827586,229.103448275862,3046,10250,6752.81134166535,29300000
"1729","Vermont",2013,624000,333.01282051282,2348.87820512821,124.198717948718,2224.67948717949,7750,4405.99878289042,39900000
"1730","Virginia",2013,8202000,450.890026822726,2291.06315532797,199.40258473543,2091.66057059254,10100,28471.7690998211,32800000
"1731","Washington",2013,6865500,261.947418250674,4069.06998761926,294.55975529823,3774.51023232103,12100,20330.07609326,31600000
"1732","West Virginia",2013,1814000,376.185226019846,2513.00992282249,311.852260198456,2201.15766262404,18550,6408.37739145089,24400000
"1733","Wisconsin",2013,5620000,399.839857651245,2523.34519572954,286.797153024911,2236.54804270463,12250,12110.64512252,39400000
"1734","Wyoming",2013,585000,394.871794871795,2396.75213675214,207.179487179487,2189.57264957265,11600,6853.07999443512,47300000
"1735","Alabama",2014,4765000,666.757607555089,3668.7093389297,434.98426023085,3233.72507869885,17800,28938.7574268591,29600000
"1736","Alaska",2014,694000,834.870317002882,3604.89913544669,674.92795389049,2929.9711815562,11900,28634.39116017,62300000
"1737","Arizona",2014,6657000,634.805467928496,3602.64383355866,396.905512993841,3205.73832056482,21200,18384.3183426727,3.8e+07
"1738","Arkansas",2014,2891000,618.263576617087,3932.89519197509,492.839847803528,3440.05534417157,18400,19882.2915129676,26900000
"1739","California",2014,38670000,351.913628135506,2847.0545642617,397.628652702353,2449.42591155935,15800,25843.2138746438,50900000
"1740","Colorado",2014,5376000,384.040178571429,2832.51488095238,306.677827380952,2525.83705357143,12300,11070.7805152171,40800000
"1741","Connecticut",2014,3577000,465.082471344702,2177.83058428851,239.72602739726,1938.10455689125,8600,20467.094216694,38900000
"1742","Delaware",2014,929000,748.654467168999,3496.55543595264,491.711517761033,3004.8439181916,11000,27275.662931433,45400000
"1743","Florida",2014,19690000,522.447943118334,3428.7404773997,463.915693245302,2964.82478415439,16700,21901.7312412956,45200000
"1744","Georgia",2014,9948000,532.257740249296,3800.77402492963,391.586248492159,3409.18777643747,16800,38084.5506585909,29500000
"1745","Hawaii",2014,1365000,429.74358974359,3617.87545787546,246.300366300366,3371.57509157509,10800,79859.1446675447,38900000
"1746","Idaho",2014,1606000,505.417185554172,2109.52677459527,214.134495641345,1895.39227895392,12400,6248.4168430254,31100000
"1747","Illinois",2014,12770000,378.057948316366,2485.68519968677,374.119028974158,2111.56617071261,13700,20871.1760420202,4.7e+07
"1748","Indiana",2014,6470000,452.41112828439,3075.95054095827,372.565687789799,2703.38485316847,14600,12356.8744336241,22500000
"1749","Iowa",2014,3078000,287.134502923977,2390.6432748538,275.633528265107,2115.00974658869,10300,9386.87935951674,28800000
"1750","Kansas",2014,2851000,346.439845668187,3166.04700105226,358.996843212908,2807.05015783935,12100,15845.289838964,32100000
"1751","Kentucky",2014,4299000,503.768318213538,2544.87090020935,220.865317515701,2324.00558269365,20000,11850.9008011836,22400000
"1752","Louisiana",2014,4550000,835.824175824176,4069.78021978022,527.098901098901,3542.68131868132,23100,35205.4603319164,37800000
"1753","Maine",2014,1300000,172.461538461538,2163.46153846154,130.615384615385,2032.84615384615,14600,4094.45301993024,24300000
"1754","Maryland",2014,5934000,354.078193461409,2985.45669025952,451.078530502191,2534.37815975733,9800,40981.6666570595,49800000
"1755","Massachusetts",2014,6653000,161.025101457989,2287.23883962122,401.157372613858,1886.08146700736,13600,18405.7825071507,46400000
"1756","Michigan",2014,9893000,438.592944506217,2478.99524916608,430.152633174972,2048.8426159911,14800,20130.6806366201,29700000
"1757","Minnesota",2014,5417000,196.363300719956,2545.35720878715,230.847332471848,2314.5098763153,8300,14409.0687509991,39300000
"1758","Mississippi",2014,2961000,634.68422830125,3215.73792637622,281.357649442756,2934.38027693347,22100,40561.1896167732,28700000
"1759","Missouri",2014,5950000,536.840336134454,3417.10924369748,451.798319327731,2965.31092436975,10400,15995.2110870904,34800000
"1760","Montana",2014,1008000,366.964285714286,2865.6746031746,333.43253968254,2532.24206349206,12000,9164.10747494102,37500000
"1761","National",2014,315154000,495.731927882876,2970.62134702399,365.859865335677,2604.76148168832,14764.8451233365,319.756298230566,26975000
"1762","Nebraska",2014,1873000,290.496529631607,2815.10945008009,277.682861719167,2537.42658836092,11800,9839.78605097068,2.9e+07
"1763","Nevada",2014,2819000,444.732174529975,3285.45583540263,640.049663001064,2645.40617240156,17000,26431.3497607889,4.9e+07
"1764","New Hampshire",2014,1318000,224.810318664643,2179.28679817906,199.165402124431,1980.12139605463,7200,5441.07744925372,36800000
"1765","New Jersey",2014,8938000,241.552920116357,1994.45066010293,260.897292459163,1733.55336764377,11300,24866.601169533,4.7e+07
"1766","New Mexico",2014,2030000,345.862068965517,4253.30049261084,614.039408866995,3639.26108374384,20000,14733.3858065295,4e+07
"1767","New York",2014,19660000,267.131230925737,2111.31739572737,386.429298067141,1724.88809766022,14000,29291.9167210913,5.8e+07
"1768","North Carolina",2014,9823000,377.644304184058,3239.4991346839,333.075435203095,2906.42369948081,17100,29472.6150873849,35300000
"1769","North Dakota",2014,731000,235.020519835841,2442.95485636115,273.734610123119,2169.22024623803,9700,13948.6988136654,27400000
"1770","Ohio",2014,11510000,447.602085143354,3089.89574283232,287.836663770634,2802.05907906169,15600,16154.3222147139,34800000
"1771","Oklahoma",2014,3728000,741.684549356223,3580.92811158798,430.579399141631,3150.34871244635,17300,27042.1390742951,31700000
"1772","Oregon",2014,3955000,381.163084702908,3373.85587863464,260.278128950695,3113.57774968394,14400,13215.1101439454,36800000
"1773","Pennsylvania",2014,12620000,401.695721077655,2276.38668779715,319.31854199683,1957.06814580032,12500,16299.7087366422,3.4e+07
"1774","Rhode Island",2014,1046000,321.12810707457,2418.9292543021,221.797323135755,2197.13193116635,11300,17735.5338198463,45700000
"1775","South Carolina",2014,4764000,449.223341729639,4036.92275398825,504.575986565911,3532.34676742233,16500,30582.4322137988,28500000
"1776","South Dakota",2014,846000,426.477541371158,2226.59574468085,331.087470449173,1895.50827423168,12800,11924.1599592265,26400000
"1777","Tennessee",2014,6496000,442.872536945813,3708.43596059113,615.59421182266,3092.84174876847,17300,20805.3439402489,33600000
"1778","Texas",2014,26680000,622.350074962519,3460.36731634183,411.210644677661,3049.15667166417,16400,20108.2215732212,32100000
"1779","Utah",2014,2928000,240.129781420765,3139.92486338798,220.765027322404,2919.15983606557,10200,6961.55253028641,30100000
"1780","Vermont",2014,615000,321.788617886179,1685.20325203252,104.552845528455,1580.65040650406,9300,5242.97517920101,40200000
"1781","Virginia",2014,8257000,454.692987767954,2161.26922611118,200.096887489403,1961.17233862178,10200,27595.7342514505,33200000
"1782","Washington",2014,7079000,255.968357112587,3975.73103545699,285.139143946885,3690.5918915101,12000,19448.6538690508,33500000
"1783","West Virginia",2014,1822000,378.485181119649,2422.17343578485,321.075740944018,2101.09769484083,20600,6244.42391703408,24500000
"1784","Wisconsin",2014,5742000,393.538836642285,2391.11807732497,291.936607453849,2099.18146987113,10900,11156.7456306614,37700000
"1785","Wyoming",2014,572000,416.608391608392,2206.11888111888,199.65034965035,2006.46853146853,9700,7333.18226381648,4.6e+07
"1786","Alabama",2015,4820000,639.211618257261,3480.1244813278,476.286307053942,3003.83817427386,16300,30058.5431723918,31200000
"1787","Alaska",2015,703000,759.317211948791,3726.45803698435,766.856330014225,2959.60170697013,9200,37310.5339624603,6.6e+07
"1788","Arizona",2015,6728000,634.943519619501,3495.12485136742,415.695600475624,3079.4292508918,17200,15930.3852337711,38900000
"1789","Arkansas",2015,2951000,600.033886818028,3834.6323280244,534.361233480176,3300.27109454422,16100,21031.4795599932,28200000
"1790","California",2015,39080000,331.609518935517,3049.6340839304,427.029170931423,2622.60491299898,13900,26231.9133265231,52400000
"1791","Colorado",2015,5420000,369.760147601476,2977.71217712177,320.073800738007,2657.63837638376,9900,11383.6408372048,40400000
"1792","Connecticut",2015,3572000,442.777155655095,2059.01455767077,222.228443449048,1836.78611422172,9100,19384.3167670811,40100000
"1793","Delaware",2015,958000,694.572025052192,3163.3611691023,496.868475991649,2666.49269311065,11100,28608.5423231641,47100000
"1794","Florida",2015,20070000,505.351270553064,3307.89735924265,466.492277030394,2841.40508221226,16200,21464.0992569791,46200000
"1795","Georgia",2015,10100000,516.762376237624,3513.90099009901,385.059405940594,3128.84158415842,18100,38290.7508606241,30900000
"1796","Hawaii",2015,1382000,425.397973950796,3588.27785817656,303.979739507959,3284.2981186686,10900,79266.6437504251,38900000
"1797","Idaho",2015,1657000,485.938442969221,1961.67773083887,216.837658418829,1744.84007242004,12300,5803.53301989639,3e+07
"1798","Illinois",2015,12680000,364.668769716088,2418.90378548896,392.389589905363,2026.5141955836,10900,21348.6677360841,47700000
"1799","Indiana",2015,6502000,420.716702553061,3033.69732390034,390.233774223316,2643.46354967702,13500,14327.852125314,22400000
"1800","Iowa",2015,3100000,285.451612903226,2364.74193548387,278.032258064516,2086.70967741935,10400,7136.86683225132,29300000
"1801","Kansas",2015,2849000,345.981045981046,3213.12741312741,403.053703053703,2810.07371007371,14200,15070.0265596628,33200000
"1802","Kentucky",2015,4365000,497.159221076747,2461.21420389462,226.506300114548,2234.70790378007,19500,11701.0593800919,21400000
"1803","Louisiana",2015,4599000,790.976299195477,3977.16894977169,547.988693194173,3429.18025657752,18600,36826.8515674652,40400000
"1804","Maine",2015,1340000,170.074626865672,1946.79104477612,128.805970149254,1817.98507462687,12300,7094.58185205338,24500000
"1805","Maryland",2015,5892000,352.410047522064,2897.69178547183,478.360488798371,2419.33129667346,9600,40272.9421137521,52600000
"1806","Massachusetts",2015,6777000,146.406964733658,2080.56662239929,390.334956470415,1690.23166592888,11500,18793.5311836387,43600000
"1807","Michigan",2015,9852000,432.683719041819,2364.01745838408,423.386114494519,1940.63134388957,12800,20586.8328872163,30100000
"1808","Minnesota",2015,5458000,197.83803591059,2478.98497618175,244.027116159765,2234.95786002199,7800,16332.9128918362,41200000
"1809","Mississippi",2015,2947000,641.703427214116,3188.83610451306,277.90973871734,2910.92636579572,19100,39603.5002389823,30200000
"1810","Missouri",2015,5946000,543.726875210225,3432.22334342415,509.451732256979,2922.77161116717,9800,15653.1487644799,34900000
"1811","Montana",2015,1018000,361.984282907662,3037.62278978389,358.251473477407,2679.37131630648,11900,7532.27817526783,38200000
"1812","National",2015,317783000,480.391650906436,2902.42870134652,377.399042743004,2525.02965860351,13534.7076464128,321.697219664325,26425000
"1813","Nebraska",2015,1858000,289.128094725511,2570.72120559742,278.094725511302,2292.62648008611,10300,10956.4033525837,30100000
"1814","Nevada",2015,2864000,456.389664804469,3395.7751396648,702.444134078212,2693.33100558659,13000,26697.611501205,48600000
"1815","New Hampshire",2015,1293000,224.052590873937,2022.04176334107,208.197989172467,1813.8437741686,7300,5434.34454894039,36800000
"1816","New Jersey",2015,8936000,229.286034019696,1886.52641002686,256.031781557744,1630.49462846911,11200,25681.1339765528,46200000
"1817","New Mexico",2015,2036000,348.919449901768,4463.85068762279,671.512770137525,3792.33791748527,19700,20543.6758198127,39900000
