,State,year,tot_pop,incar_rate,tot_crime_rate,violent_crime_rate,prop_crime_rate,pov_rate,non_white_rate,spending_rate,incarceration_rate_national
27,Nebraska,1980.0,1532000.0,-1.4457512776314208,0.18966384284800256,-0.9750040860796817,0.3773182626776438,0.03542812165425796,-0.9615423208095624,-1.3362005490019455,-1.1418813599730089
28,Nevada,1980.0,840000.0,-0.7260815390165671,3.099642996940289,2.0071959785250284,3.091671131238388,-1.221947840963194,-0.5949307011029574,-0.2846072278011475,-1.1418813599730089
29,New Hampshire,1980.0,907000.0,-1.7834698917069347,0.43970526029213075,-1.1938837008399676,0.6919764866421009,-1.5697326816871704,-1.1969600874394857,-1.355148176410969,-1.1418813599730089
30,New Jersey,1980.0,7316000.0,-1.5264192378170807,1.6510695338083807,0.7822180066110248,1.6959989736684837,-1.0346790805733608,-0.2612543827244337,-0.4172406196643112,-1.1418813599730089
31,New Mexico,1980.0,1304000.0,-1.424391548303374,1.3023255719732427,0.8029272898183542,1.3059003272509033,2.0686318058867337,-0.5289908472473306,-1.0519861378665947,-1.1418813599730089
32,New York,1980.0,17320000.0,-1.2633450571538534,2.055670372496302,2.804090571225964,1.7979567636124782,0.24944956209978172,-0.029196511879177902,0.06592387926578518,-1.1418813599730089
33,North Carolina,1980.0,5836000.0,-0.4551435830794939,0.3708995063895172,0.07930146192140038,0.39751635454535245,0.5704817227680674,0.499452851562342,-1.383569617524504,-1.1418813599730089
34,North Dakota,1980.0,640000.0,-1.7627331868752958,-0.7995740133775641,-1.7865648804319265,-0.580074496945782,0.7042451230465198,-0.9881982831095194,-1.5919935190237613,-1.1418813599730089
35,Ohio,1980.0,10630000.0,-1.257896356338753,0.9864216060346839,0.30781885685337207,1.040601328065662,-0.8206576401278372,-0.5380651961688959,-1.1656719023207351,-1.1418813599730089
36,Oklahoma,1980.0,2916000.0,-1.0407608173707297,0.7698935344519481,-0.03193057432033017,0.8588260012612285,0.2762022421554722,-0.2969558959254626,-1.4309386860470625,-1.1418813599730089
37,Oregon,1980.0,2684000.0,-1.307172549827463,1.7083516776236716,0.17884232757687943,1.8628958976743473,-0.3658620791810991,-0.8963787547395519,-0.8340884226628258,-1.1418813599730089
38,Pennsylvania,1980.0,11670000.0,-1.586569765152426,-0.24904550999635264,-0.3252743897968977,-0.22029851561864686,-0.8206576401278372,-0.5013682485379968,-1.1088290200936648,-1.1418813599730089
39,Rhode Island,1980.0,911000.0,-1.4754750344221845,1.4604276924678263,-0.06719940841695098,1.6302617790072098,-0.5798835196266229,-0.9635141640528121,-0.9572480008214778,-1.1418813599730089
40,South Carolina,1980.0,3174000.0,-0.5598247971445235,0.8066135493000977,0.9251546020178092,0.7355036306897563,1.052029963770496,1.1343848548709778,-1.5540982642057146,-1.1418813599730089
41,South Dakota,1980.0,677000.0,-1.449162128877054,-0.6010665295787052,-1.4421263564075104,-0.41907688482486694,1.5870835648843054,-0.7732792793960674,-1.5730458916147378,-1.1418813599730089
42,Tennessee,1980.0,4519000.0,-1.0932501460620447,0.28289076570326366,0.10355269349530952,0.29581091032451895,1.801105005329829,-0.06528780335123954,-1.4877815682741327,-1.1418813599730089
43,Texas,1980.0,14330000.0,-0.7857807556923905,1.399128943565418,0.4917634524716354,1.4665241948062142,0.7577504831579007,-0.30723554322659435,-1.3930434312290156,-1.1418813599730089
44,Utah,1980.0,1488000.0,-1.6292310406618318,1.176274686428494,-0.6576499550964854,1.416495209617212,-0.7671522800164562,-1.0968033630741225,-1.1656719023207351,-1.1418813599730089
45,Vermont,1980.0,520000.0,-1.4577632717688769,0.5570052630923098,-1.2240649567937152,0.8271647848452622,-0.23209867890264674,-1.2308019495858544,-1.5825197053192497,-1.1418813599730089
